userId,movieId,rating
370,1527,5.0
370,1544,3.0
370,1552,3.0
370,1562,1.0
370,1566,3.0
370,1573,2.0
370,1580,4.0
370,1584,4.0
370,1590,2.0
370,1597,3.0
370,1608,2.0
370,1610,5.0
370,1615,4.0
370,1616,3.0
370,1617,4.0
370,1641,3.0
370,1653,5.0
370,1663,3.0
370,1672,3.0
370,1674,3.0
370,1676,4.0
370,1682,4.0
370,1688,3.0
370,1690,3.0
370,1704,4.0
370,1746,3.0
370,1748,4.0
370,1772,3.0
370,1779,4.0
370,1784,3.0
370,1806,3.0
370,1876,2.0
370,1883,3.0
370,1907,3.0
370,1909,4.0
370,1912,3.0
370,1917,3.0
370,1918,3.0
370,1920,2.0
370,1923,4.0
370,1927,3.0
370,1949,4.0
370,1953,2.0
370,1954,4.0
370,1957,4.0
370,1960,3.0
370,1961,3.0
370,1967,2.0
370,1994,2.0
370,1997,5.0
370,2000,3.0
370,2001,3.0
370,2002,3.0
370,2003,3.0
370,2005,1.0
370,2006,3.0
370,2010,5.0
370,2011,5.0
370,2012,5.0
370,2017,3.0
370,2020,3.0
370,2023,4.0
370,2026,4.0
370,2028,3.0
370,2046,3.0
370,2053,2.0
370,2054,2.0
370,2058,3.0
370,2078,3.0
370,2080,3.0
370,2081,3.0
370,2087,2.0
370,2088,3.0
370,2094,3.0
370,2096,3.0
370,2102,3.0
370,2105,3.0
370,2115,3.0
370,2117,3.0
370,2120,4.0
370,2133,3.0
370,2137,2.0
370,2141,2.0
370,2150,3.0
370,2161,1.0
370,2167,4.0
370,2170,5.0
370,2174,3.0
370,2193,1.0
370,2194,4.0
370,2253,3.0
370,2268,3.0
370,2273,4.0
370,2278,4.0
370,2287,2.0
370,2291,2.0
370,2300,3.0
370,2301,4.0
370,2302,3.0
370,2311,5.0
370,2321,4.0
370,2329,4.0
370,2334,4.0
370,2336,3.0
370,2353,2.0
370,2355,4.0
370,2359,3.0
370,2384,4.0
370,2391,1.0
370,2393,4.0
370,2395,4.0
370,2396,3.0
370,2406,3.0
370,2413,4.0
370,2430,3.0
370,2442,2.0
370,2449,2.0
370,2470,3.0
370,2478,4.0
370,2490,4.0
370,2496,3.0
370,2498,3.0
370,2501,3.0
370,2502,4.0
370,2524,3.0
370,2535,3.0
370,2549,3.0
370,2571,5.0
370,2616,3.0
370,2628,4.0
370,2657,3.0
370,2662,3.0
370,2664,2.0
370,2672,4.0
370,2687,2.0
370,2691,4.0
370,2699,3.0
370,2700,5.0
370,2716,4.0
370,2723,4.0
370,2728,4.0
370,2746,3.0
370,2759,3.0
370,2762,5.0
370,2787,3.0
370,2791,5.0
370,2792,5.0
370,2797,3.0
370,2804,1.0
370,2808,3.0
370,2822,2.0
370,2858,3.0
370,2889,4.0
370,2890,3.0
370,2900,2.0
370,2916,3.0
370,2918,3.0
370,2944,4.0
370,2947,4.0
370,2973,4.0
370,2987,4.0
370,2989,3.0
370,2990,3.0
370,2993,4.0
370,2997,4.0
370,3032,3.0
370,3033,4.0
370,3039,3.0
370,3060,3.0
370,3081,4.0
370,3082,3.0
370,3087,3.0
370,3095,2.0
370,3107,4.0
370,3114,4.0
370,3169,4.0
370,3253,3.0
370,3256,4.0
2691,17,4.0
2691,29,3.0
2691,32,3.5
2691,50,4.5
2691,66,1.0
2691,110,4.0
2691,172,1.0
2691,198,4.5
2691,260,3.0
2691,318,4.0
2691,329,3.0
2691,338,2.0
2691,356,4.5
2691,377,3.0
2691,379,2.0
2691,390,3.0
2691,435,1.0
2691,442,4.0
2691,457,4.5
2691,474,3.5
2691,480,3.0
2691,519,3.0
2691,527,5.0
2691,541,5.0
2691,589,4.0
2691,593,3.5
2691,608,4.0
2691,718,3.0
2691,741,5.0
2691,748,2.0
2691,750,5.0
2691,780,3.0
2691,802,2.5
2691,849,4.0
2691,902,3.5
2691,913,5.0
2691,920,5.0
2691,923,5.0
2691,924,5.0
2691,947,4.0
2691,951,5.0
2691,954,3.5
2691,955,3.5
2691,968,4.0
2691,1036,5.0
2691,1037,3.0
2691,1073,2.5
2691,1077,4.0
2691,1080,3.5
2691,1095,5.0
2691,1097,3.0
2691,1129,5.0
2691,1172,3.5
2691,1175,4.0
2691,1193,5.0
2691,1196,4.5
2691,1197,4.0
2691,1198,5.0
2691,1199,5.0
2691,1200,5.0
2691,1201,3.5
2691,1206,5.0
2691,1210,4.0
2691,1213,3.0
2691,1214,5.0
2691,1215,5.0
2691,1217,4.5
2691,1220,4.0
2691,1233,5.0
2691,1240,5.0
2691,1244,5.0
2691,1246,4.5
2691,1247,3.0
2691,1249,2.5
2691,1252,3.5
2691,1253,3.0
2691,1258,4.0
2691,1265,4.5
2691,1266,5.0
2691,1267,3.0
2691,1269,3.0
2691,1270,5.0
2691,1274,3.5
2691,1278,4.0
2691,1291,3.5
2691,1292,4.5
2691,1295,2.5
2691,1320,2.0
2691,1356,4.0
2691,1371,1.0
2691,1372,5.0
2691,1373,1.0
2691,1374,4.0
2691,1375,3.0
2691,1376,5.0
2691,1380,4.0
2691,1396,2.0
2691,1449,4.0
2691,1500,4.0
2691,1517,4.5
2691,1527,4.0
2691,1580,3.0
2691,1590,2.0
2691,1608,3.0
2691,1610,3.5
2691,1633,5.0
2691,1653,4.0
2691,1676,5.0
2691,1683,4.0
2691,1690,4.0
2691,1704,5.0
2691,1748,3.0
2691,1831,3.0
2691,1876,3.0
2691,1917,2.0
2691,1921,4.0
2691,1965,4.0
2691,2000,2.5
2691,2001,3.0
2691,2009,4.0
2691,2010,2.5
2691,2011,4.0
2691,2012,4.0
2691,2021,3.0
2691,2023,2.5
2691,2028,5.0
2691,2054,4.0
2691,2105,3.0
2691,2109,4.0
2691,2115,2.5
2691,2117,4.0
2691,2118,3.5
2691,2167,4.0
2691,2183,4.0
2691,2193,3.5
2691,2268,4.0
2691,2273,4.0
2691,2300,5.0
2691,2393,3.0
2691,2450,1.0
2691,2455,4.0
2691,2502,5.0
2691,2528,2.0
2691,2529,3.0
2691,2571,5.0
2691,2628,3.0
2691,2701,2.0
2691,2711,3.0
2691,2716,4.0
2691,2717,2.5
2691,2761,3.5
2691,2791,3.0
2691,2808,2.0
2691,2916,3.0
2691,2918,4.5
2691,2926,4.0
2691,2951,4.5
2691,2968,5.0
2691,2985,5.0
2691,3033,2.5
2691,3070,4.5
2691,3114,4.5
2691,3156,2.0
2691,3168,3.0
2691,3175,3.0
2691,3210,4.0
2691,3253,3.5
2691,3254,4.0
2691,3300,4.0
2691,3354,3.0
2691,3451,2.5
2691,3471,3.5
2691,3508,4.0
2691,3527,4.0
2691,3576,5.0
2691,3698,3.0
2691,3700,3.0
2691,3702,4.0
2691,3703,3.0
2691,3704,4.0
2691,3793,4.0
2691,3801,3.5
2691,3802,2.0
2691,3863,3.0
2691,3994,4.0
2691,3996,3.0
2691,4041,4.0
2691,4085,4.0
2691,4184,4.0
2691,4213,1.0
2691,4262,3.0
2691,4306,5.0
2691,4370,2.0
2691,4412,1.0
2691,4443,2.0
2691,4446,3.0
2691,4489,3.0
2691,4499,2.5
2691,4526,1.0
2691,4553,5.0
2691,4571,3.5
2691,4625,4.0
2691,4735,3.0
2691,4874,4.0
2691,4993,4.0
2691,5009,4.0
2691,5062,5.0
2691,5349,3.5
2691,5378,3.0
2691,5410,3.0
2691,5445,3.0
2691,5463,3.0
2691,5481,3.0
2691,5497,2.0
2691,5544,4.0
2691,5836,4.0
2691,5853,5.0
2691,5952,4.0
2691,5971,5.0
2691,6333,4.0
2691,6365,2.5
2691,6378,4.0
2691,6502,3.5
2691,6774,5.0
2691,6787,2.5
2691,6807,4.0
2691,6874,4.5
2691,7153,4.0
2691,7438,4.0
2691,7700,4.5
2691,8360,4.0
2691,8507,3.5
2691,8644,3.5
2691,8690,4.0
2691,8798,4.0
2691,8914,3.0
2691,8961,4.5
2691,8972,4.0
2691,27266,2.5
2691,27660,3.0
2691,31696,2.5
2691,33004,2.5
2691,33679,3.0
2691,33794,5.0
2691,34405,4.0
2691,44191,3.0
2691,48774,4.5
2691,49272,3.5
2691,51255,4.0
2691,53000,3.5
2691,53125,3.5
2691,56174,4.0
2691,57640,4.0
2691,58559,3.5
2691,59315,5.0
2691,60040,3.0
2691,60072,2.0
2691,60684,4.0
2691,63113,3.0
2691,66934,4.5
2691,68237,5.0
2691,68358,4.0
2691,70286,5.0
2691,71530,4.0
2691,71535,4.0
2691,76251,3.0
2691,77561,4.5
2691,79592,3.5
2691,81229,4.0
2691,81564,5.0
2691,82461,3.0
2691,84152,2.5
2691,84772,4.0
2691,86332,3.0
2691,87232,3.5
2691,88140,4.0
2691,89745,4.0
2691,93510,4.5
2691,94777,3.0
2691,96610,2.0
2691,97752,2.0
2691,98809,3.0
2691,99112,3.5
2691,102125,3.5
2691,102445,3.5
2691,103249,1.5
2691,104841,4.0
2691,106002,2.5
2691,106072,4.0
2691,106487,2.5
2691,107406,4.0
2691,109487,3.0
2691,111362,4.5
2691,111759,4.5
2691,112138,4.0
2691,112852,5.0
2691,114935,3.0
2691,115149,4.0
2691,135567,2.5
2789,1,5.0
2789,2,1.5
2789,6,3.5
2789,44,2.0
2789,47,5.0
2789,50,4.0
2789,86,4.0
2789,95,2.0
2789,110,4.5
2789,111,3.0
2789,150,5.0
2789,161,3.5
2789,165,3.5
2789,168,3.0
2789,172,3.5
2789,173,2.5
2789,175,4.5
2789,208,2.0
2789,219,3.5
2789,231,0.5
2789,253,4.0
2789,260,4.0
2789,288,3.0
2789,296,4.0
2789,303,3.0
2789,318,5.0
2789,344,1.5
2789,349,4.0
2789,350,4.0
2789,356,4.0
2789,364,3.5
2789,377,2.0
2789,380,2.5
2789,410,4.0
2789,420,2.5
2789,434,2.5
2789,440,3.5
2789,457,4.5
2789,474,4.0
2789,480,4.0
2789,485,1.5
2789,500,3.5
2789,508,4.5
2789,527,4.0
2789,550,4.0
2789,553,4.0
2789,583,2.5
2789,586,3.0
2789,587,3.0
2789,589,4.5
2789,590,3.5
2789,592,3.0
2789,593,4.5
2789,597,4.0
2789,648,3.0
2789,733,4.0
2789,750,4.0
2789,760,3.5
2789,778,4.0
2789,780,3.0
2789,783,3.5
2789,805,3.5
2789,858,4.0
2789,1028,3.5
2789,1036,4.0
2789,1046,4.5
2789,1059,4.5
2789,1061,5.0
2789,1073,3.0
2789,1088,1.0
2789,1090,4.5
2789,1092,1.5
2789,1097,5.0
2789,1100,2.5
2789,1101,3.0
2789,1127,4.0
2789,1172,3.0
2789,1178,4.0
2789,1184,2.5
2789,1196,4.0
2789,1197,4.0
2789,1198,4.0
2789,1200,4.0
2789,1206,3.0
2789,1208,3.5
2789,1210,3.5
2789,1213,4.0
2789,1214,4.0
2789,1219,4.0
2789,1221,5.0
2789,1222,4.0
2789,1233,4.0
2789,1240,4.5
2789,1242,4.0
2789,1246,5.0
2789,1249,4.5
2789,1250,4.0
2789,1258,3.0
2789,1259,5.0
2789,1270,3.5
2789,1275,4.5
2789,1282,3.0
2789,1291,4.0
2789,1339,4.0
2789,1370,4.0
2789,1377,2.5
2789,1385,3.5
2789,1391,2.5
2789,1399,4.0
2789,1407,2.5
2789,1408,4.5
2789,1437,4.0
2789,1527,4.5
2789,1537,2.5
2789,1573,2.0
2789,1580,3.5
2789,1584,4.0
2789,1587,2.0
2789,1608,2.5
2789,1610,4.5
2789,1617,1.0
2789,1625,3.5
2789,1641,3.0
2789,1645,3.5
2789,1653,5.0
2789,1676,4.0
2789,1680,3.0
2789,1682,2.5
2789,1690,2.5
2789,1704,3.5
2789,1721,3.5
2789,1801,3.0
2789,1907,3.0
2789,1913,1.5
2789,1917,3.0
2789,1923,2.5
2789,1954,4.0
2789,1961,4.0
2789,2000,4.0
2789,2001,3.5
2789,2003,3.0
2789,2005,4.5
2789,2011,3.5
2789,2012,3.5
2789,2028,4.5
2789,2058,4.0
2789,2083,5.0
2789,2100,2.5
2789,2115,3.5
2789,2124,4.0
2789,2161,3.0
2789,2193,3.0
2789,2194,5.0
2789,2232,3.5
2789,2268,4.0
2789,2278,3.5
2789,2291,3.0
2789,2320,4.5
2789,2324,2.0
2789,2329,4.0
2789,2334,4.0
2789,2340,4.0
2789,2353,3.0
2789,2355,4.0
2789,2360,4.0
2789,2378,3.0
2789,2379,3.0
2789,2380,3.0
2789,2381,2.5
2789,2382,2.0
2789,2388,3.0
2789,2396,3.5
2789,2402,2.5
2789,2403,3.5
2789,2404,3.0
2789,2405,3.5
2789,2406,3.5
2789,2409,3.5
2789,2410,2.5
2789,2411,3.0
2789,2412,2.0
2789,2421,2.5
2789,2422,2.0
2789,2424,2.5
2789,2427,4.0
2789,2450,3.5
2789,2467,4.0
2789,2470,3.0
2789,2471,3.0
2789,2476,2.5
2789,2541,4.0
2789,2542,3.5
2789,2571,4.5
2789,2607,3.5
2789,2616,3.0
2789,2617,3.0
2789,2628,3.0
2789,2671,3.5
2789,2700,3.0
2789,2706,2.0
2789,2710,3.0
2789,2712,3.0
2789,2716,4.0
2789,2717,3.5
2789,2730,4.5
2789,2762,4.0
2789,2797,3.0
2789,2858,4.0
2789,2890,3.0
2789,2908,3.5
2789,2916,4.0
2789,2953,2.5
2789,2959,4.0
2789,2966,5.0
2789,2985,3.5
2789,2987,4.0
2789,2997,0.5
2789,3005,2.5
2789,3006,4.0
2789,3039,3.5
2789,3081,3.5
2789,3105,3.0
2789,3107,4.0
2789,3114,5.0
2789,3147,4.5
2789,3148,3.5
2789,3160,3.5
2789,3176,3.5
2789,3247,4.0
2789,3252,4.0
2789,3257,5.0
2789,3259,3.5
2789,3285,2.5
2789,3298,3.5
2789,3317,4.5
2789,3354,3.0
2789,3386,4.0
2789,3408,4.0
2789,3409,2.5
2789,3438,3.0
2789,3448,4.0
2789,3471,3.0
2789,3479,3.0
2789,3499,4.0
2789,3513,3.0
2789,3527,3.5
2789,3578,4.0
2789,3698,3.0
2789,3723,3.5
2789,3740,4.0
2789,3751,4.0
2789,3753,3.5
2789,3793,4.0
2789,3800,3.5
2789,3910,0.5
2789,3937,2.5
2789,3948,2.5
2789,3950,3.5
2789,3967,4.0
2789,3996,2.0
2789,4007,4.0
2789,4011,4.0
2789,4014,2.5
2789,4022,3.0
2789,4023,3.5
2789,4027,3.5
2789,4033,4.0
2789,4034,3.5
2789,4084,3.0
2789,4085,3.5
2789,4147,5.0
2789,4223,3.5
2789,4226,2.5
2789,4246,1.0
2789,4262,3.0
2789,4306,4.0
2789,4310,1.5
2789,4343,2.5
2789,4370,3.0
2789,4386,2.5
2789,4424,0.5
2789,4473,3.0
2789,4475,3.5
2789,4489,3.5
2789,4613,3.5
2789,4621,3.5
2789,4677,3.0
2789,4718,2.0
2789,4720,3.5
2789,4776,3.0
2789,4848,1.5
2789,4878,3.0
2789,4886,4.0
2789,4896,3.5
2789,4958,1.5
2789,4967,4.0
2789,4973,3.5
2789,4993,5.0
2789,4995,3.5
2789,5010,4.0
2789,5024,3.5
2789,5049,3.0
2789,5073,3.0
2789,5111,3.5
2789,5152,3.0
2789,5218,3.0
2789,5237,4.5
2789,5266,3.0
2789,5349,4.0
2789,5377,4.0
2789,5378,3.5
2789,5418,4.5
2789,5425,3.5
2789,5445,4.5
2789,5459,2.0
2789,5464,3.0
2789,5479,3.0
2789,5500,3.0
2789,5503,3.0
2789,5614,4.0
2789,5669,3.5
2789,5689,3.5
2789,5790,1.5
2789,5816,3.5
2789,5952,5.0
2789,5956,3.5
2789,5971,1.0
2789,5989,3.0
2789,5992,3.5
2789,5995,2.5
2789,6041,3.5
2789,6059,2.5
2789,6217,2.5
2789,6365,4.5
2789,6436,4.5
2789,6537,3.0
2789,6539,2.0
2789,6541,3.0
2789,6664,3.0
2789,6762,3.0
2789,6769,3.5
2789,6800,2.5
2789,6874,3.0
2789,6890,3.0
2789,6898,3.5
2789,6934,4.5
2789,6979,4.5
2789,7000,0.5
2789,7007,3.5
2789,7102,3.0
2789,7143,4.5
2789,7153,5.0
2789,7156,3.0
2789,7260,2.0
2789,7265,3.5
2789,7285,3.5
2789,7310,3.0
2789,7323,3.5
2789,7438,3.0
2789,7704,2.5
2789,7767,3.0
2789,7976,5.0
2789,8045,3.5
2789,8154,3.0
2789,8360,3.5
2789,8361,3.5
2789,8368,5.0
2789,8495,3.5
2789,8529,3.0
2789,8636,3.5
2789,8644,4.0
2789,8665,4.5
2789,8667,3.0
2789,8798,4.0
2789,8800,1.0
2789,8917,0.5
2789,8961,4.5
2789,8965,3.0
2789,8977,3.0
2789,26555,2.0
2789,27271,2.0
2789,27482,3.0
2789,27644,2.5
2789,27744,2.0
2789,30812,2.5
2789,31408,4.0
2789,31410,5.0
2789,32025,3.0
2789,32029,2.0
2789,32213,3.0
2789,32587,4.0
2789,33124,3.5
2789,33162,4.0
2789,33171,5.0
2789,33493,4.0
2789,33615,3.5
2789,33794,3.5
2789,36535,3.5
2789,37729,2.0
2789,37733,4.0
2789,39183,4.0
2789,39364,2.5
2789,40015,3.0
2789,40278,1.5
2789,40815,3.5
2789,40870,4.0
2789,40973,4.0
2789,41285,3.0
2789,41566,3.5
2789,41997,3.5
2789,42734,2.5
2789,44191,4.5
2789,44663,4.0
2789,45062,2.0
2789,45431,2.5
2789,45720,4.0
2789,45928,4.5
2789,46578,4.0
2789,47099,3.5
2789,47997,1.5
2789,48516,3.5
2789,48774,3.5
2789,50068,4.0
2789,50379,4.0
2789,50442,3.5
2789,50872,4.0
2789,51312,3.0
2789,51662,3.5
2789,51800,3.5
2789,52952,2.5
2789,53125,2.0
2789,53447,2.5
2789,53519,2.0
2789,54001,4.0
2789,54286,4.0
2789,55094,3.5
2789,55290,3.5
2789,55442,3.5
2789,55765,3.0
2789,55946,4.0
2789,56156,4.0
2789,56474,3.5
2789,57274,2.0
2789,57368,3.0
2789,58301,3.0
2789,58559,4.0
2789,59315,4.5
2789,59729,4.0
2789,59784,4.0
2789,59912,3.0
2789,60069,3.5
2789,61240,4.0
2789,62376,3.5
2789,62999,3.5
2789,64614,3.0
2789,68954,3.5
2789,69481,2.0
2789,69844,4.0
2789,71156,3.0
2789,71282,4.0
2789,72011,4.0
2789,72998,1.5
2789,73017,4.0
2789,74458,3.0
2789,74545,3.5
2789,76093,5.0
2789,76251,3.5
2789,77561,4.0
2789,78201,3.0
2789,78218,2.0
2789,78499,5.0
2789,79132,4.5
2789,79224,3.0
2789,79467,3.0
2789,79702,5.0
2789,79798,4.0
2789,80463,3.5
2789,81834,5.0
2789,81845,3.5
2789,82276,4.0
2789,82635,4.5
2789,84228,3.0
2789,84954,2.5
2789,85414,3.5
2789,86320,3.0
2789,86347,4.0
2789,88003,3.0
2789,88125,5.0
2789,88235,3.5
2789,89472,3.5
2789,90405,2.5
2789,90547,4.5
2789,91325,4.0
2789,91355,3.0
2789,91500,3.5
2789,91505,2.0
2789,91529,4.0
2789,91542,5.0
2789,92439,3.0
2789,92954,3.5
2789,95461,3.5
2789,96821,4.0
2789,97913,3.0
2789,97923,3.5
2789,98809,3.0
2789,98961,4.0
2789,99114,4.0
2789,101864,3.0
2789,102125,3.5
2789,103048,4.0
2789,103141,3.5
2789,106002,3.5
2789,106487,3.0
2789,106489,3.5
2789,107372,4.0
2789,108546,3.5
2789,108791,4.5
2789,108797,2.0
2789,108932,3.0
2789,109183,3.5
2789,109374,4.0
2789,109487,3.0
2789,110235,3.0
2789,110330,0.5
2789,111362,4.0
2789,111759,4.0
2789,112175,2.5
2789,112334,4.5
2789,112552,4.0
2789,112818,2.5
2789,113225,3.0
2789,113378,2.0
2789,114180,2.5
2789,114662,1.5
2789,114847,2.0
2789,115170,3.0
2789,115713,4.0
2789,116797,1.0
2789,116823,2.0
2789,116855,5.0
2789,117322,3.5
2789,117851,2.5
2789,118532,2.5
2789,120466,4.5
2789,120889,3.0
2789,120911,1.0
2789,121279,4.5
2789,122882,4.0
2789,122886,3.0
2789,122890,0.5
2789,122900,2.0
2789,122904,3.5
2789,123567,5.0
2789,129719,2.5
2789,129721,3.0
2789,130954,4.5
2789,130960,4.0
2789,130986,1.5
2789,131027,4.5
2789,132058,3.5
2789,134130,4.0
2789,134853,3.5
2789,135133,0.5
2789,137561,3.5
2789,138338,2.0
2789,138402,1.5
2789,138456,1.5
2789,138458,2.5
2789,138462,4.0
2789,138464,4.0
2789,138476,3.5
2789,138500,3.5
2789,138690,2.0
2789,139644,4.0
2789,159717,4.0
2789,159853,1.5
2789,162828,2.5
2789,163771,4.0
2789,164179,3.0
2789,165641,3.5
2789,166528,4.0
2789,166643,5.0
2789,168492,3.5
2789,169480,3.0
2789,170509,3.0
2789,173291,4.5
2789,175367,3.5
2789,176371,4.5
2789,177607,0.5
2789,192379,5.0
2789,193637,5.0
2789,197651,5.0
2789,197879,4.5
2789,202357,5.0
4587,1,2.5
4587,2,2.0
4587,19,0.5
4587,32,4.5
4587,39,1.0
4587,44,2.5
4587,47,4.0
4587,50,4.0
4587,70,3.5
4587,104,0.5
4587,110,4.0
4587,153,0.5
4587,165,3.0
4587,173,4.0
4587,231,0.5
4587,235,3.0
4587,253,3.5
4587,260,4.5
4587,296,4.5
4587,316,3.5
4587,318,4.0
4587,327,3.0
4587,329,4.5
4587,344,1.0
4587,353,3.5
4587,356,3.5
4587,367,1.0
4587,370,3.0
4587,380,2.5
4587,420,3.0
4587,435,2.0
4587,442,3.5
4587,457,3.0
4587,480,3.5
4587,497,3.5
4587,500,1.5
4587,527,4.0
4587,541,4.5
4587,586,2.5
4587,587,3.0
4587,588,2.5
4587,589,4.5
4587,590,3.5
4587,592,3.5
4587,593,4.0
4587,594,3.0
4587,653,2.5
4587,720,0.5
4587,733,2.5
4587,736,2.5
4587,741,4.0
4587,745,1.0
4587,750,3.5
4587,780,1.0
4587,858,4.5
4587,908,3.0
4587,912,3.5
4587,919,2.5
4587,920,2.0
4587,923,3.5
4587,924,3.0
4587,1022,2.0
4587,1027,3.0
4587,1036,3.0
4587,1073,3.5
4587,1079,3.5
4587,1080,4.0
4587,1089,4.0
4587,1090,3.0
4587,1097,3.5
4587,1136,4.0
4587,1148,1.0
4587,1196,5.0
4587,1197,4.5
4587,1198,5.0
4587,1199,3.0
4587,1200,4.5
4587,1206,3.5
4587,1207,3.5
4587,1210,4.5
4587,1213,3.5
4587,1214,4.5
4587,1215,5.0
4587,1217,3.0
4587,1220,3.5
4587,1221,4.5
4587,1222,4.0
4587,1225,3.5
4587,1240,4.5
4587,1258,3.0
4587,1259,3.5
4587,1261,5.0
4587,1265,3.0
4587,1270,4.0
4587,1272,3.5
4587,1274,4.0
4587,1282,3.0
4587,1288,3.0
4587,1291,4.5
4587,1320,3.5
4587,1356,3.5
4587,1370,3.0
4587,1371,3.5
4587,1372,4.0
4587,1374,3.5
4587,1375,3.0
4587,1376,4.0
4587,1387,2.5
4587,1391,2.0
4587,1394,3.0
4587,1580,0.5
4587,1663,3.0
4587,1676,4.5
4587,1721,2.0
4587,1729,4.0
4587,1732,2.0
4587,1923,1.5
4587,1954,2.0
4587,1960,3.5
4587,1961,3.5
4587,1970,3.5
4587,1984,3.0
4587,1994,4.0
4587,2000,3.5
4587,2011,3.5
4587,2012,3.5
4587,2018,3.5
4587,2019,4.0
4587,2023,2.0
4587,2028,4.0
4587,2046,3.5
4587,2054,2.0
4587,2064,3.5
4587,2097,3.0
4587,2115,4.0
4587,2150,4.0
4587,2151,3.0
4587,2174,3.5
4587,2232,4.0
4587,2315,3.5
4587,2371,3.5
4587,2381,3.0
4587,2406,3.5
4587,2413,3.5
4587,2420,3.0
4587,2470,3.0
4587,2502,4.0
4587,2529,2.0
4587,2571,4.0
4587,2628,0.5
4587,2657,3.5
4587,2683,3.0
4587,2710,3.5
4587,2716,4.5
4587,2728,4.0
4587,2762,3.5
4587,2788,4.0
4587,2791,3.0
4587,2795,4.0
4587,2796,3.0
4587,2797,2.5
4587,2804,4.0
4587,2916,4.0
4587,2918,4.0
4587,2924,3.0
4587,2959,4.0
4587,2985,4.0
4587,2987,3.5
4587,3000,4.5
4587,3030,3.5
4587,3033,3.5
4587,3087,3.0
4587,3147,4.5
4587,3210,4.5
4587,3253,3.5
4587,3265,3.5
4587,3365,2.5
4587,3421,4.0
4587,3471,3.0
4587,3527,3.5
4587,3671,2.5
4587,3698,4.0
4587,3703,4.0
4587,3708,3.0
4587,3740,4.5
4587,3793,3.0
4587,3869,3.0
4587,3996,3.5
4587,4002,3.0
4587,4085,4.0
4587,4103,3.0
